Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1555,965294661010149376,tom briody,@bySabineS @BuckSexton Great news. No infections? No social distancing? My newspaper today has a rundown of all loc… https://t.co/SGXcd6Zm2j,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bySabineS', 'name': 'Sabine S.', 'id': 2579663444, 'id_str': '2579663444', 'indices': [0, 10]}, {'screen_name': 'BuckSexton', 'name': 'Buck Sexton', 'id': 334715818, 'id_str': '334715818', 'indices': [11, 22]}], 'urls': [{'url': 'https://t.co/SGXcd6Zm2j', 'expanded_url': 'https://twitter.com/i/web/status/1363564133334069252', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 18:59:57,23,80.93,19.23,9.25,93.61,5.75,30.43,56.52,26.09,4.35,4.35,4.35,0.00,0.00,0.00,0.00,0.00,4.35,4.35,4.35,0.00,0.00,8.70,4.35,4.35,0.00,0.00,0.00,4.35,4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,8.70,4.35,0.00,0.00,4.35,0.00,0.00,8.70,0.00,8.70,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,39.13,13.04,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,0.00,17.39
1556,303418623,David Jamieson,@tamsenior @RhebelRhebel @TICJON @ScottishFA @spfl @CelticFC @TEnglishSport You may not have seen all the photos of… https://t.co/1TDb6mBBXm,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'tamsenior', 'name': 'El Senior', 'id': 477729485, 'id_str': '477729485', 'indices': [0, 10]}, {'screen_name': 'RhebelRhebel', 'name': 'RhebelRhebel', 'id': 189160684, 'id_str': '189160684', 'indices': [11, 24]}, {'screen_name': 'TICJON', 'name': 'jon67', 'id': 33242368, 'id_str': '33242368', 'indices': [25, 32]}, {'screen_name': 'ScottishFA', 'name': 'Scottish FA', 'id': 255488333, 'id_str': '255488333', 'indices': [33, 44]}, {'screen_name': 'spfl', 'name': 'SPFL', 'id': 116465952, 'id_str': '116465952', 'indices': [45, 50]}, {'screen_name': 'CelticFC', 'name': 'Celtic Football Club', 'id': 15203904, 'id_str': '15203904', 'indices': [51, 60]}, {'screen_name': 'TEnglishSport', 'name': 'Tom English', 'id': 164633666, 'id_str': '164633666', 'indices': [61, 75]}], 'urls': [{'url': 'https://t.co/1TDb6mBBXm', 'expanded_url': 'https://twitter.com/i/web/status/1363564017218957317', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 18:59:30,22,80.14,50.00,1.00,25.77,22.00,22.73,45.45,27.27,4.55,4.55,0.00,0.00,4.55,0.00,0.00,0.00,4.55,4.55,9.09,0.00,0.00,4.55,13.64,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,13.64,0.00,0.00,0.00,4.55,4.55,4.55,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,50.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.91
1557,2849270138,The Kepera Group,IRSnews: An #IRS online tool now allows #TaxPros to obtain signatures from individual and business clients and uplo… https://t.co/luCCrFI9vQ,"{'hashtags': [{'text': 'IRS', 'indices': [12, 16]}, {'text': 'TaxPros', 'indices': [40, 48]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/luCCrFI9vQ', 'expanded_url': 'https://twitter.com/i/web/status/1363564014660386817', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 18:59:29,23,93.26,66.81,1.00,25.77,23.00,30.43,56.52,26.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,8.70,0.00,4.35,8.70,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,4.35,4.35,4.35,0.00,0.00,8.70,0.00,4.35,0.00,0.00,4.35,8.70,0.00,0.00,8.70,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,30.43,8.70,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39
1558,1553057114,DiBi ツ (Diane) 💙,@DrMikeBDS @Sacha_Lord I am that 55 yr old who'll be in a school with over 500 children plus 50+ staff where social… https://t.co/B75mKaWO6b,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DrMikeBDS', 'name': 'Michael Wilson 🇬🇧', 'id': 303760206, 'id_str': '303760206', 'indices': [0, 10]}, {'screen_name': 'Sacha_Lord', 'name': 'Sacha Lord', 'id': 179080160, 'id_str': '179080160', 'indices': [11, 22]}], 'urls': [{'url': 'https://t.co/B75mKaWO6b', 'expanded_url': 'https://twitter.com/i/web/status/1363563952790253569', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,5,2021-02-21 18:59:14,28,76.76,76.25,30.01,25.77,28.00,10.71,64.29,39.29,10.71,3.57,3.57,0.00,0.00,0.00,0.00,7.14,3.57,14.29,10.71,3.57,3.57,0.00,10.71,0.00,0.00,7.14,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,3.57,0.00,14.29,3.57,0.00,0.00,7.14,3.57,14.29,0.00,10.71,3.57,7.14,0.00,0.00,0.00,3.57,0.00,3.57,0.00,3.57,0.00,0.00,0.00,32.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,21.43
1559,321374192,Matthew Bulman,@DanJukes17 No masks being worn or any social distancing in place.,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DanJukes17', 'name': 'Dan Jukes', 'id': 776966190, 'id_str': '776966190', 'indices': [0, 11]}], 'urls': []}",0,0,2021-02-21 18:59:12,11,57.84,18.16,99.00,25.77,11.00,18.18,81.82,36.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,9.09,9.09,18.18,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,18.18,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,27.27,0.00,27.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09
1560,1250182125149716481,$aff¥~💫🖤,@Alpha20_ Than she sneezed &amp; firr Corona ke darr se Tumne social distancing maintain Kari firr 🌚,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Alpha20_', 'name': 'Yashhh// BBB3 Biased Shipper', 'id': 1267674777499680771, 'id_str': '1267674777499680771', 'indices': [0, 9]}], 'urls': []}",0,0,2021-02-21 18:58:43,16,93.26,73.40,1.00,25.77,16.00,25.00,25.00,12.50,6.25,6.25,0.00,0.00,0.00,6.25,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,18.75
1561,1032349528752566272,Cadwell & Oulton,Mum &amp; dad had lunch with mum's mum today. She's in their bubble. Mum hugged her for 1st time in 11 months. Gran has… https://t.co/YsVFsY2t9T,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/YsVFsY2t9T', 'expanded_url': 'https://twitter.com/i/web/status/1363563774121287685', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}",0,23,2021-02-21 18:58:32,29,84.23,99.00,3.81,85.87,7.25,3.45,68.97,31.03,10.34,10.34,0.00,0.00,0.00,6.90,3.45,0.00,0.00,13.79,10.34,0.00,0.00,0.00,10.34,0.00,0.00,0.00,3.45,0.00,3.45,3.45,0.00,0.00,0.00,0.00,27.59,17.24,0.00,20.69,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,3.45,3.45,3.45,0.00,0.00,0.00,0.00,3.45,10.34,0.00,17.24,0.00,6.90,10.34,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,3.45,0.00,0.00,0.00,37.93,17.24,0.00,0.00,3.45,0.00,0.00,0.00,0.00,6.90,0.00,10.34
1562,25988596,gabriel Bryant,"@MitchGerads @Grapplnpolymath ""wow it's like the flu is gone"" wow Jimmy it's almost like washing your hands, wearin… https://t.co/CMciWnzYhM","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MitchGerads', 'name': 'Mitch Gerads', 'id': 21771720, 'id_str': '21771720', 'indices': [0, 12]}, {'screen_name': 'Grapplnpolymath', 'name': 'Jason Payne', 'id': 15190825, 'id_str': '15190825', 'indices': [13, 29]}], 'urls': [{'url': 'https://t.co/CMciWnzYhM', 'expanded_url': 'https://twitter.com/i/web/status/1363563704898510854', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,2,2021-02-21 18:58:15,23,60.05,80.77,1.00,99.00,23.00,17.39,65.22,34.78,13.04,4.35,0.00,0.00,4.35,0.00,0.00,8.70,4.35,8.70,13.04,4.35,0.00,0.00,21.74,0.00,8.70,0.00,0.00,0.00,8.70,8.70,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,4.35,13.04,4.35,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,13.04,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,47.83,8.70,4.35,0.00,0.00,0.00,0.00,0.00,8.70,8.70,0.00,17.39
1563,933199302,keep it player.,HipHopKitchen video release party this Wednesday! Covid friendly/masks required/social distancing in effect. Very l… https://t.co/bD5lGBWjH7,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/bD5lGBWjH7', 'expanded_url': 'https://twitter.com/i/web/status/1363563570328436739', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 18:57:43,21,87.62,92.33,37.24,95.81,7.00,33.33,57.14,14.29,4.76,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,4.76,0.00,0.00,0.00,0.00,14.29,0.00,4.76,0.00,0.00,4.76,4.76,4.76,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,9.52,4.76,4.76,9.52,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,38.10,14.29,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,19.05
1564,556823109,Anil sharma,@CMODelhi Cases r increasing Dear. Mr CM take decesion back of mask challan let it continue of 2000/- else delhi pe… https://t.co/Y9ZgDH0w9i,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CMODelhi', 'name': 'CMO Delhi', 'id': 1242298980660178951, 'id_str': '1242298980660178951', 'indices': [0, 9]}], 'urls': [{'url': 'https://t.co/Y9ZgDH0w9i', 'expanded_url': 'https://twitter.com/i/web/status/1363563566243086336', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,2,2021-02-21 18:57:42,26,88.90,64.99,17.46,89.84,13.00,23.08,50.00,19.23,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,7.69,3.85,3.85,0.00,0.00,7.69,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,0.00,0.00,7.69,0.00,3.85,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,3.85,0.00,3.85,3.85,0.00,0.00,7.69,0.00,11.54,3.85,3.85,7.69,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,30.77,11.54,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,15.38
1565,1340002923636527109,Paul F - Save Small Business,@GovLarryHogan Attention Maryland Small Businesses! I’m at a popular Mall in Maryland with my wife. People are out… https://t.co/JOFa1NmLR6,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GovLarryHogan', 'name': 'Governor Larry Hogan', 'id': 2987671552, 'id_str': '2987671552', 'indices': [0, 14]}], 'urls': [{'url': 'https://t.co/JOFa1NmLR6', 'expanded_url': 'https://twitter.com/i/web/status/1363563491609698306', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",0,3,2021-02-21 18:57:24,23,96.43,66.81,94.19,93.61,7.67,30.43,69.57,34.78,8.70,8.70,8.70,0.00,0.00,0.00,0.00,0.00,4.35,17.39,8.70,0.00,0.00,0.00,8.70,8.70,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,13.04,4.35,0.00,4.35,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,0.00,4.35,0.00,0.00,0.00,8.70,0.00,17.39,0.00,17.39,0.00,4.35,4.35,0.00,4.35,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,34.78,13.04,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,13.04
1566,833438286,Natalie Norton,"🐸It's a good thing that social distancing doesnt apply to Common Frogs this breeding season! 🐸
#SpawnWatch… https://t.co/ZZYDodJ7hJ","{'hashtags': [{'text': 'SpawnWatch', 'indices': [95, 106]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ZZYDodJ7hJ', 'expanded_url': 'https://twitter.com/i/web/status/1363563427025866754', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]}",0,2,2021-02-21 18:57:09,21,41.91,50.00,13.15,95.81,10.50,19.05,66.67,33.33,19.05,0.00,0.00,0.00,0.00,0.00,0.00,19.05,4.76,4.76,9.52,0.00,0.00,4.76,9.52,4.76,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,4.76,0.00,0.00,4.76,0.00,0.00,9.52,0.00,14.29,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,4.76,0.00,4.76,0.00,33.33,9.52,0.00,0.00,0.00,0.00,4.76,0.00,0.00,4.76,0.00,14.29
1567,2298163496,Odane O. Brooks,"Not too sure the optics of this fly. No mask wearing by some of the runners. Social distancing attempted, but the r… https://t.co/1VYu39Phby","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1VYu39Phby', 'expanded_url': 'https://twitter.com/i/web/status/1363563323145523203', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 18:56:44,28,96.00,14.19,30.01,87.20,9.33,14.29,71.43,39.29,3.57,0.00,0.00,0.00,0.00,0.00,0.00,3.57,10.71,10.71,0.00,3.57,3.57,7.14,7.14,0.00,0.00,0.00,0.00,3.57,3.57,3.57,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,3.57,3.57,7.14,0.00,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.71,7.14,3.57,0.00,0.00,3.57,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,25.00,14.29,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14
1568,21464801,JCObserver,@kurtsiegelin Agreed and the worse the data presentation  is the more skeptical people will get. Besides my other 2… https://t.co/51JEtlvPGW,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kurtsiegelin', 'name': 'Kurt Siegelin', 'id': 274555846, 'id_str': '274555846', 'indices': [0, 13]}], 'urls': [{'url': 'https://t.co/51JEtlvPGW', 'expanded_url': 'https://twitter.com/i/web/status/1363563302878543873', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,1,2021-02-21 18:56:39,24,88.46,33.83,1.79,25.77,12.00,20.83,70.83,37.50,8.33,4.17,4.17,0.00,0.00,0.00,0.00,4.17,12.50,4.17,8.33,0.00,4.17,0.00,12.50,8.33,8.33,0.00,4.17,4.17,12.50,4.17,4.17,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,12.50,4.17,0.00,4.17,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,4.17,4.17,0.00,12.50,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,25.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50
1569,3485925922,SPACE LASER SYSTEMS OPERATOR,"@fi_virginia I dont trust DeSantis to accurately report the Covid numbers.
That said, social distancing and masks i… https://t.co/RdZNMzMHd9","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'fi_virginia', 'name': 'SemperFiVirginia', 'id': 1121523895964663810, 'id_str': '1121523895964663810', 'indices': [0, 12]}], 'urls': [{'url': 'https://t.co/RdZNMzMHd9', 'expanded_url': 'https://twitter.com/i/web/status/1363563249577394178', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,1,2021-02-21 18:56:27,24,62.04,50.00,7.84,92.40,12.00,25.00,62.50,29.17,12.50,8.33,8.33,0.00,0.00,0.00,0.00,4.17,4.17,4.17,4.17,0.00,4.17,4.17,8.33,0.00,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,4.17,0.00,4.17,0.00,0.00,4.17,0.00,8.33,4.17,0.00,0.00,0.00,4.17,4.17,8.33,0.00,4.17,0.00,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,33.33,12.50,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67
1570,146528385,David Marshall,@georgegalloway @MoatsTV I don’t see why outside sports stadium can’t be reopened with limited crowds following soc… https://t.co/bWBMK8aDSK,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'georgegalloway', 'name': 'George Galloway', 'id': 15484198, 'id_str': '15484198', 'indices': [0, 15]}, {'screen_name': 'MoatsTV', 'name': 'The Mother of All Talkshows with George Galloway', 'id': 1155475035123081217, 'id_str': '1155475035123081217', 'indices': [16, 24]}], 'urls': [{'url': 'https://t.co/bWBMK8aDSK', 'expanded_url': 'https://twitter.com/i/web/status/1363563150315040772', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,1,2021-02-21 18:56:03,22,57.84,8.65,31.94,25.77,22.00,36.36,59.09,31.82,4.55,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,4.55,0.00,9.09,18.18,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,9.09,0.00,4.55,0.00,0.00,0.00,4.55,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,0.00,18.18,0.00,9.09,4.55,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,18.18
1571,1080526859819995136,killaer,@jrcaine @Zubhaque @PaulBrandITV Why should teachers risk their lives? If we can open a 1500 environment then we ca… https://t.co/RFl5Cwcx5t,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'jrcaine', 'name': 'Jane Caine', 'id': 452296669, 'id_str': '452296669', 'indices': [0, 8]}, {'screen_name': 'Zubhaque', 'name': 'Dr Zubaida Haque', 'id': 626470812, 'id_str': '626470812', 'indices': [9, 18]}, {'screen_name': 'PaulBrandITV', 'name': 'Paul Brand', 'id': 93419198, 'id_str': '93419198', 'indices': [19, 32]}], 'urls': [{'url': 'https://t.co/RFl5Cwcx5t', 'expanded_url': 'https://twitter.com/i/web/status/1363563139044937730', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 18:56:00,24,27.87,95.20,1.79,1.00,12.00,25.00,62.50,37.50,12.50,12.50,0.00,8.33,0.00,0.00,4.17,0.00,4.17,0.00,8.33,4.17,8.33,0.00,12.50,0.00,0.00,4.17,4.17,0.00,4.17,0.00,4.17,4.17,0.00,0.00,12.50,0.00,0.00,0.00,0.00,12.50,0.00,4.17,8.33,4.17,0.00,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,16.67,8.33,0.00,4.17,0.00,4.17,0.00,12.50,4.17,12.50,0.00,8.33,4.17,4.17,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,33.33,8.33,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,20.83
1572,196256801,Lisa,"@beccawillissafc It’s mental, the gym was the safest place I’d been, temp took on way in, sanitiser all over and so… https://t.co/TxfnHhz2Zg","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'beccawillissafc', 'name': 'Becca Willis', 'id': 710949607434534913, 'id_str': '710949607434534913', 'indices': [0, 16]}], 'urls': [{'url': 'https://t.co/TxfnHhz2Zg', 'expanded_url': 'https://twitter.com/i/web/status/1363563117607870464', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,1,2021-02-21 18:55:55,26,65.46,35.01,63.54,89.84,26.00,11.54,73.08,42.31,7.69,3.85,3.85,0.00,0.00,0.00,0.00,3.85,7.69,11.54,15.38,3.85,7.69,0.00,19.23,7.69,3.85,0.00,0.00,3.85,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,0.00,0.00,3.85,3.85,3.85,11.54,3.85,0.00,19.23,0.00,19.23,0.00,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,38.46,7.69,11.54,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,11.54
1573,3345471946,Nadia 🤦🏻‍♀️,@RitaWhyte @GardaTraffic I’m sorry but I don’t believe you. And why were you standing so close to hear other people… https://t.co/qLR39l1oqG,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RitaWhyte', 'name': 'Rita Crummy', 'id': 240913530, 'id_str': '240913530', 'indices': [0, 10]}, {'screen_name': 'GardaTraffic', 'name': 'An Garda Síochána', 'id': 295705264, 'id_str': '295705264', 'indices': [11, 24]}], 'urls': [{'url': 'https://t.co/qLR39l1oqG', 'expanded_url': 'https://twitter.com/i/web/status/1363562884031201281', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 18:54:59,25,1.40,65.56,69.14,1.00,12.50,20.00,72.00,48.00,20.00,16.00,8.00,0.00,8.00,0.00,0.00,4.00,0.00,4.00,12.00,8.00,12.00,4.00,20.00,4.00,0.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,4.00,16.00,0.00,0.00,0.00,0.00,16.00,4.00,4.00,0.00,0.00,0.00,8.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,16.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,36.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,16.00
